Period,Provider Org Name,WaitCategory,Patients
2025-04-01,GLENDON WOOD HOSPITAL,18-52 Weeks,152.0
2025-04-01,GLENDON WOOD HOSPITAL,52+ Weeks,6.0
2025-04-01,GLENDON WOOD HOSPITAL,Other,3280.0
2025-04-01,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,0-18 Weeks,34954.0
2025-04-01,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,18-52 Weeks,5972.0
2025-04-01,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,52+ Weeks,198.0
2025-04-01,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,Other,141390.0
2025-04-01,GORING HALL HOSPITAL,0-18 Weeks,284.0
2025-04-01,GORING HALL HOSPITAL,18-52 Weeks,172.0
2025-04-01,GORING HALL HOSPITAL,52+ Weeks,8.0
2025-04-01,GORING HALL HOSPITAL,Other,2804.0
2025-04-01,GP CARE UK,0-18 Weeks,982.0
2025-04-01,GP CARE UK,18-52 Weeks,6.0
2025-04-01,GP CARE UK,52+ Weeks,0.0
2025-04-01,GP CARE UK,Other,1834.0
2025-04-01,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,0-18 Weeks,3508.0
2025-04-01,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,18-52 Weeks,980.0
2025-04-01,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,52+ Weeks,94.0
2025-04-01,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,Other,20024.0
2025-04-01,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,0-18 Weeks,13690.0
2025-04-01,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,18-52 Weeks,4660.0
2025-04-01,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,52+ Weeks,402.0
2025-04-01,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,Other,81156.0
2025-04-01,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,0-18 Weeks,47734.0
2025-04-01,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,18-52 Weeks,14314.0
2025-04-01,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,52+ Weeks,1010.0
2025-04-01,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,Other,268446.0
2025-04-01,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,0-18 Weeks,3052.0
2025-04-01,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,18-52 Weeks,228.0
2025-04-01,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,52+ Weeks,0.0
2025-04-01,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,Other,7922.0
2025-04-01,HAMPSHIRE CLINIC,0-18 Weeks,108.0
2025-04-01,HAMPSHIRE CLINIC,18-52 Weeks,46.0
2025-04-01,HAMPSHIRE CLINIC,52+ Weeks,0.0
2025-04-01,HAMPSHIRE CLINIC,Other,664.0
2025-04-01,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,0-18 Weeks,28568.0
2025-04-01,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,18-52 Weeks,5792.0
2025-04-01,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,52+ Weeks,550.0
2025-04-01,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,Other,109710.0
2025-04-01,HARBOUR HOSPITAL,0-18 Weeks,46.0
2025-04-01,HARBOUR HOSPITAL,18-52 Weeks,20.0
2025-04-01,HARBOUR HOSPITAL,52+ Weeks,0.0
2025-04-01,HARBOUR HOSPITAL,Other,416.0
2025-04-01,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,0-18 Weeks,11260.0
2025-04-01,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,18-52 Weeks,2692.0
2025-04-01,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,52+ Weeks,56.0
2025-04-01,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,Other,46118.0
2025-04-01,HEALTHSHARE DIAGNOSTICS,0-18 Weeks,930.0
2025-04-01,HEALTHSHARE DIAGNOSTICS,18-52 Weeks,184.0
2025-04-01,HEALTHSHARE DIAGNOSTICS,52+ Weeks,26.0
2025-04-01,HEALTHSHARE DIAGNOSTICS,Other,3482.0
2025-04-01,HEART NETWORKS,0-18 Weeks,1072.0
2025-04-01,HEART NETWORKS,18-52 Weeks,0.0
2025-04-01,HEART NETWORKS,52+ Weeks,0.0
2025-04-01,HEART NETWORKS,Other,1272.0
2025-04-01,HENDON HOSPITAL,0-18 Weeks,538.0
2025-04-01,HENDON HOSPITAL,18-52 Weeks,106.0
2025-04-01,HENDON HOSPITAL,52+ Weeks,2.0
2025-04-01,HENDON HOSPITAL,Other,2348.0
2025-04-01,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST,0-18 Weeks,70.0
2025-04-01,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST,18-52 Weeks,4.0
2025-04-01,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST,52+ Weeks,0.0
2025-04-01,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST,Other,122.0
2025-04-01,HIGHFIELD HOSPITAL,0-18 Weeks,560.0
2025-04-01,HIGHFIELD HOSPITAL,18-52 Weeks,122.0
2025-04-01,HIGHFIELD HOSPITAL,52+ Weeks,0.0
2025-04-01,HIGHFIELD HOSPITAL,Other,2536.0
2025-04-01,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,0-18 Weeks,17610.0
2025-04-01,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,18-52 Weeks,4458.0
2025-04-01,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,52+ Weeks,270.0
2025-04-01,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,Other,80832.0
2025-04-01,HUDDERSFIELD PRIVATE HOSPITAL,0-18 Weeks,736.0
2025-04-01,HUDDERSFIELD PRIVATE HOSPITAL,18-52 Weeks,42.0
2025-04-01,HUDDERSFIELD PRIVATE HOSPITAL,52+ Weeks,0.0
2025-04-01,HUDDERSFIELD PRIVATE HOSPITAL,Other,1448.0
2025-04-01,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,0-18 Weeks,34696.0
2025-04-01,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,18-52 Weeks,9044.0
2025-04-01,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,52+ Weeks,1444.0
2025-04-01,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,Other,175802.0
2025-04-01,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,0-18 Weeks,39172.0
2025-04-01,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,18-52 Weeks,9358.0
2025-04-01,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,52+ Weeks,1122.0
2025-04-01,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,Other,186558.0
2025-04-01,INDEPENDENT HEALTH GROUP,0-18 Weeks,1480.0
2025-04-01,INDEPENDENT HEALTH GROUP,18-52 Weeks,34.0
2025-04-01,INDEPENDENT HEALTH GROUP,52+ Weeks,0.0
2025-04-01,INDEPENDENT HEALTH GROUP,Other,2612.0
2025-04-01,INHEALTH LIMITED,0-18 Weeks,854.0
2025-04-01,INHEALTH LIMITED,18-52 Weeks,6.0
2025-04-01,INHEALTH LIMITED,52+ Weeks,0.0
2025-04-01,INHEALTH LIMITED,Other,1064.0
2025-04-01,ISIGHT,0-18 Weeks,508.0
2025-04-01,ISIGHT,18-52 Weeks,62.0
2025-04-01,ISIGHT,52+ Weeks,0.0
2025-04-01,ISIGHT,Other,2088.0
2025-04-01,ISLE OF WIGHT NHS TRUST,0-18 Weeks,6222.0
2025-04-01,ISLE OF WIGHT NHS TRUST,18-52 Weeks,1664.0
2025-04-01,ISLE OF WIGHT NHS TRUST,52+ Weeks,108.0
2025-04-01,ISLE OF WIGHT NHS TRUST,Other,33038.0
2025-04-01,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,0-18 Weeks,11356.0
2025-04-01,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,18-52 Weeks,4184.0
2025-04-01,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,52+ Weeks,606.0
2025-04-01,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Other,74034.0
2025-04-01,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0-18 Weeks,1944.0
2025-04-01,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,18-52 Weeks,0.0
2025-04-01,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,52+ Weeks,0.0
2025-04-01,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,Other,4962.0
2025-04-01,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,0-18 Weeks,11526.0
2025-04-01,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,18-52 Weeks,2756.0
2025-04-01,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,52+ Weeks,124.0
2025-04-01,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,Other,52384.0
2025-04-01,KIMS HOSPITAL (NEWNHAM COURT),0-18 Weeks,704.0
2025-04-01,KIMS HOSPITAL (NEWNHAM COURT),18-52 Weeks,98.0
2025-04-01,KIMS HOSPITAL (NEWNHAM COURT),52+ Weeks,0.0
2025-04-01,KIMS HOSPITAL (NEWNHAM COURT),Other,2758.0
2025-04-01,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,0-18 Weeks,45994.0
2025-04-01,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,18-52 Weeks,11348.0
2025-04-01,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,52+ Weeks,854.0
2025-04-01,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,Other,198348.0
2025-04-01,KINGS OAK HOSPITAL,0-18 Weeks,504.0
2025-04-01,KINGS OAK HOSPITAL,18-52 Weeks,86.0
2025-04-01,KINGS OAK HOSPITAL,52+ Weeks,4.0
2025-04-01,KINGS OAK HOSPITAL,Other,1902.0
2025-04-01,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,0-18 Weeks,18058.0
2025-04-01,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,18-52 Weeks,4464.0
2025-04-01,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,52+ Weeks,170.0
2025-04-01,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,Other,91640.0
2025-04-01,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST,0-18 Weeks,3660.0
2025-04-01,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST,18-52 Weeks,68.0
2025-04-01,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST,52+ Weeks,0.0
2025-04-01,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST,Other,6978.0
2025-04-01,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,0-18 Weeks,21738.0
2025-04-01,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,18-52 Weeks,7860.0
2025-04-01,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,52+ Weeks,988.0
2025-04-01,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,Other,131016.0
2025-04-01,LANCASTER HOUSE CONSULTING DIAGNOSTICS SURGICAL LTD HQ,0-18 Weeks,610.0
2025-04-01,LANCASTER HOUSE CONSULTING DIAGNOSTICS SURGICAL LTD HQ,18-52 Weeks,40.0
2025-04-01,LANCASTER HOUSE CONSULTING DIAGNOSTICS SURGICAL LTD HQ,52+ Weeks,0.0
2025-04-01,LANCASTER HOUSE CONSULTING DIAGNOSTICS SURGICAL LTD HQ,Other,2396.0
2025-04-01,LANCASTER PRIVATE HOSPITAL,0-18 Weeks,262.0
2025-04-01,LANCASTER PRIVATE HOSPITAL,18-52 Weeks,66.0
2025-04-01,LANCASTER PRIVATE HOSPITAL,52+ Weeks,0.0
2025-04-01,LANCASTER PRIVATE HOSPITAL,Other,1138.0
2025-04-01,LEEDS COMMUNITY HEALTHCARE NHS TRUST,0-18 Weeks,2.0
2025-04-01,LEEDS COMMUNITY HEALTHCARE NHS TRUST,18-52 Weeks,44.0
2025-04-01,LEEDS COMMUNITY HEALTHCARE NHS TRUST,52+ Weeks,0.0
2025-04-01,LEEDS COMMUNITY HEALTHCARE NHS TRUST,Other,52.0
2025-04-01,LEEDS TEACHING HOSPITALS NHS TRUST,0-18 Weeks,46770.0
2025-04-01,LEEDS TEACHING HOSPITALS NHS TRUST,18-52 Weeks,9334.0
2025-04-01,LEEDS TEACHING HOSPITALS NHS TRUST,52+ Weeks,1070.0
2025-04-01,LEEDS TEACHING HOSPITALS NHS TRUST,Other,192124.0
2025-04-01,LEWISHAM AND GREENWICH NHS TRUST,0-18 Weeks,22310.0
2025-04-01,LEWISHAM AND GREENWICH NHS TRUST,18-52 Weeks,6170.0
2025-04-01,LEWISHAM AND GREENWICH NHS TRUST,52+ Weeks,1084.0
2025-04-01,LEWISHAM AND GREENWICH NHS TRUST,Other,120194.0
2025-04-01,LINCOLN PRIVATE HOSPITAL,0-18 Weeks,478.0
2025-04-01,LINCOLN PRIVATE HOSPITAL,18-52 Weeks,146.0
2025-04-01,LINCOLN PRIVATE HOSPITAL,52+ Weeks,8.0
2025-04-01,LINCOLN PRIVATE HOSPITAL,Other,2740.0
2025-04-01,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0-18 Weeks,28.0
2025-04-01,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,18-52 Weeks,0.0
2025-04-01,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,52+ Weeks,0.0
2025-04-01,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,Other,108.0
2025-04-01,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0-18 Weeks,2692.0
2025-04-01,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,18-52 Weeks,794.0
2025-04-01,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,52+ Weeks,82.0
2025-04-01,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,Other,14306.0
2025-04-01,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,0-18 Weeks,26406.0
2025-04-01,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,18-52 Weeks,7712.0
2025-04-01,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,52+ Weeks,840.0
2025-04-01,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Other,147674.0
2025-04-01,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,0-18 Weeks,5122.0
2025-04-01,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,18-52 Weeks,1930.0
2025-04-01,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,52+ Weeks,258.0
2025-04-01,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,Other,33622.0
2025-04-01,LIVEWELL SOUTHWEST,0-18 Weeks,82.0
2025-04-01,LIVEWELL SOUTHWEST,18-52 Weeks,6.0
2025-04-01,LIVEWELL SOUTHWEST,52+ Weeks,0.0
2025-04-01,LIVEWELL SOUTHWEST,Other,122.0
2025-04-01,LOCALA COMMUNITY PARTNERSHIPS CIC,0-18 Weeks,614.0
2025-04-01,LOCALA COMMUNITY PARTNERSHIPS CIC,18-52 Weeks,102.0
2025-04-01,LOCALA COMMUNITY PARTNERSHIPS CIC,52+ Weeks,0.0
2025-04-01,LOCALA COMMUNITY PARTNERSHIPS CIC,Other,2288.0
2025-04-01,LONDON INDEPENDENT HOSPITAL,0-18 Weeks,1260.0
2025-04-01,LONDON INDEPENDENT HOSPITAL,18-52 Weeks,414.0
2025-04-01,LONDON INDEPENDENT HOSPITAL,52+ Weeks,60.0
2025-04-01,LONDON INDEPENDENT HOSPITAL,Other,8594.0
2025-04-01,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0-18 Weeks,23984.0
2025-04-01,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,18-52 Weeks,9764.0
2025-04-01,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,52+ Weeks,1128.0
2025-04-01,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,Other,180038.0
2025-04-01,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0-18 Weeks,22874.0
2025-04-01,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,18-52 Weeks,5638.0
2025-04-01,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,52+ Weeks,4.0
2025-04-01,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,Other,102272.0
2025-04-01,MANCHESTER SURGICAL SERVICES LTD,0-18 Weeks,318.0
2025-04-01,MANCHESTER SURGICAL SERVICES LTD,18-52 Weeks,4.0
2025-04-01,MANCHESTER SURGICAL SERVICES LTD,52+ Weeks,0.0
2025-04-01,MANCHESTER SURGICAL SERVICES LTD,Other,688.0
2025-04-01,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,0-18 Weeks,65526.0
2025-04-01,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,18-52 Weeks,21668.0
2025-04-01,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,52+ Weeks,3912.0
2025-04-01,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,Other,417044.0
2025-04-01,MANOR HOSPITAL,0-18 Weeks,200.0
2025-04-01,MANOR HOSPITAL,18-52 Weeks,220.0
2025-04-01,MANOR HOSPITAL,52+ Weeks,6.0
2025-04-01,MANOR HOSPITAL,Other,1854.0
2025-04-01,MEDEFER,0-18 Weeks,678.0
2025-04-01,MEDEFER,18-52 Weeks,298.0
2025-04-01,MEDEFER,52+ Weeks,6.0
2025-04-01,MEDEFER,Other,6022.0
2025-04-01,MEDWAY NHS FOUNDATION TRUST,0-18 Weeks,13158.0
2025-04-01,MEDWAY NHS FOUNDATION TRUST,18-52 Weeks,3968.0
2025-04-01,MEDWAY NHS FOUNDATION TRUST,52+ Weeks,602.0
2025-04-01,MEDWAY NHS FOUNDATION TRUST,Other,85684.0
2025-04-01,MERIDEN HOSPITAL,0-18 Weeks,1010.0
2025-04-01,MERIDEN HOSPITAL,18-52 Weeks,222.0
2025-04-01,MERIDEN HOSPITAL,52+ Weeks,0.0
2025-04-01,MERIDEN HOSPITAL,Other,4238.0
2025-04-01,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,0-18 Weeks,37202.0
2025-04-01,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,18-52 Weeks,8464.0
2025-04-01,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,52+ Weeks,840.0
2025-04-01,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,Other,177082.0
2025-04-01,MERSEY CARE NHS FOUNDATION TRUST,0-18 Weeks,86.0
2025-04-01,MERSEY CARE NHS FOUNDATION TRUST,18-52 Weeks,0.0
2025-04-01,MERSEY CARE NHS FOUNDATION TRUST,52+ Weeks,0.0
2025-04-01,MERSEY CARE NHS FOUNDATION TRUST,Other,56.0
2025-04-01,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,0-18 Weeks,48824.0
2025-04-01,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,18-52 Weeks,20308.0
2025-04-01,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,52+ Weeks,3378.0
2025-04-01,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,Other,352046.0
2025-04-01,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,0-18 Weeks,15220.0
2025-04-01,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,18-52 Weeks,3708.0
2025-04-01,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,52+ Weeks,628.0
2025-04-01,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,Other,76920.0
2025-04-01,MID YORKSHIRE TEACHING NHS TRUST,0-18 Weeks,29400.0
2025-04-01,MID YORKSHIRE TEACHING NHS TRUST,18-52 Weeks,5766.0
2025-04-01,MID YORKSHIRE TEACHING NHS TRUST,52+ Weeks,462.0
2025-04-01,MID YORKSHIRE TEACHING NHS TRUST,Other,119792.0
2025-04-01,MIDLAND EYE (EYE-DOCS LTD),0-18 Weeks,192.0
2025-04-01,MIDLAND EYE (EYE-DOCS LTD),18-52 Weeks,4.0
2025-04-01,MIDLAND EYE (EYE-DOCS LTD),52+ Weeks,0.0
2025-04-01,MIDLAND EYE (EYE-DOCS LTD),Other,1468.0
2025-04-01,MIDLANDS PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,0-18 Weeks,7910.0
2025-04-01,MIDLANDS PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,18-52 Weeks,134.0
2025-04-01,MIDLANDS PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,52+ Weeks,2.0
2025-04-01,MIDLANDS PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,Other,10888.0
2025-04-01,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,0-18 Weeks,9090.0
2025-04-01,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,18-52 Weeks,3814.0
2025-04-01,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,52+ Weeks,510.0
2025-04-01,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,Other,66630.0
2025-04-01,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,0-18 Weeks,19266.0
2025-04-01,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,18-52 Weeks,3448.0
2025-04-01,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,52+ Weeks,30.0
2025-04-01,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,Other,75970.0
2025-04-01,MOUNT ALVERNIA HOSPITAL,0-18 Weeks,126.0
2025-04-01,MOUNT ALVERNIA HOSPITAL,18-52 Weeks,8.0
2025-04-01,MOUNT ALVERNIA HOSPITAL,52+ Weeks,4.0
2025-04-01,MOUNT ALVERNIA HOSPITAL,Other,464.0
2025-04-01,MOUNT STUART HOSPITAL,0-18 Weeks,362.0
2025-04-01,MOUNT STUART HOSPITAL,18-52 Weeks,268.0
2025-04-01,MOUNT STUART HOSPITAL,52+ Weeks,10.0
2025-04-01,MOUNT STUART HOSPITAL,Other,4540.0
2025-04-01,NEW HALL HOSPITAL,0-18 Weeks,1514.0
2025-04-01,NEW HALL HOSPITAL,18-52 Weeks,312.0
2025-04-01,NEW HALL HOSPITAL,52+ Weeks,26.0
2025-04-01,NEW HALL HOSPITAL,Other,6928.0
2025-04-01,NEWCASTLE NEWMEDICA LTD,0-18 Weeks,1282.0
2025-04-01,NEWCASTLE NEWMEDICA LTD,18-52 Weeks,0.0
2025-04-01,NEWCASTLE NEWMEDICA LTD,52+ Weeks,0.0
2025-04-01,NEWCASTLE NEWMEDICA LTD,Other,564.0
2025-04-01,NEWMEDICA - BERKSHIRE,0-18 Weeks,668.0
2025-04-01,NEWMEDICA - BERKSHIRE,18-52 Weeks,22.0
2025-04-01,NEWMEDICA - BERKSHIRE,52+ Weeks,0.0
2025-04-01,NEWMEDICA - BERKSHIRE,Other,1260.0
2025-04-01,NEWMEDICA - BERKSHIRE - BRACKNELL,0-18 Weeks,24.0
2025-04-01,NEWMEDICA - BERKSHIRE - BRACKNELL,18-52 Weeks,0.0
2025-04-01,NEWMEDICA - BERKSHIRE - BRACKNELL,52+ Weeks,0.0
2025-04-01,NEWMEDICA - BERKSHIRE - BRACKNELL,Other,88.0
2025-04-01,NEWMEDICA - BIRMINGHAM,0-18 Weeks,936.0
2025-04-01,NEWMEDICA - BIRMINGHAM,18-52 Weeks,34.0
2025-04-01,NEWMEDICA - BIRMINGHAM,52+ Weeks,0.0
2025-04-01,NEWMEDICA - BIRMINGHAM,Other,1830.0
2025-04-01,NEWMEDICA - BRADFORD & HUDDERSFIELD,0-18 Weeks,388.0
2025-04-01,NEWMEDICA - BRADFORD & HUDDERSFIELD,18-52 Weeks,2.0
2025-04-01,NEWMEDICA - BRADFORD & HUDDERSFIELD,52+ Weeks,0.0
2025-04-01,NEWMEDICA - BRADFORD & HUDDERSFIELD,Other,360.0
2025-04-01,NEWMEDICA - BRIGG - RIVERSIDE SURGERY,0-18 Weeks,626.0
2025-04-01,NEWMEDICA - BRIGG - RIVERSIDE SURGERY,18-52 Weeks,76.0
2025-04-01,NEWMEDICA - BRIGG - RIVERSIDE SURGERY,52+ Weeks,0.0
2025-04-01,NEWMEDICA - BRIGG - RIVERSIDE SURGERY,Other,2062.0
2025-04-01,NEWMEDICA - BRISTOL - LITFIELD HOUSE,0-18 Weeks,348.0
2025-04-01,NEWMEDICA - BRISTOL - LITFIELD HOUSE,18-52 Weeks,4.0
2025-04-01,NEWMEDICA - BRISTOL - LITFIELD HOUSE,52+ Weeks,0.0
2025-04-01,NEWMEDICA - BRISTOL - LITFIELD HOUSE,Other,702.0
2025-04-01,NEWMEDICA - BROMSGROVE,0-18 Weeks,460.0
2025-04-01,NEWMEDICA - BROMSGROVE,18-52 Weeks,4.0
2025-04-01,NEWMEDICA - BROMSGROVE,52+ Weeks,0.0
2025-04-01,NEWMEDICA - BROMSGROVE,Other,336.0
2025-04-01,NEWMEDICA - BURY ST EDMUNDS,0-18 Weeks,2.0
2025-04-01,NEWMEDICA - BURY ST EDMUNDS,18-52 Weeks,0.0
2025-04-01,NEWMEDICA - BURY ST EDMUNDS,52+ Weeks,0.0
2025-04-01,NEWMEDICA - BURY ST EDMUNDS,Other,4.0
2025-04-01,NEWMEDICA - CHESHIRE OAKS,0-18 Weeks,266.0
2025-04-01,NEWMEDICA - CHESHIRE OAKS,18-52 Weeks,2.0
2025-04-01,NEWMEDICA - CHESHIRE OAKS,52+ Weeks,0.0
2025-04-01,NEWMEDICA - CHESHIRE OAKS,Other,454.0
2025-04-01,NEWMEDICA - DARLINGTON,0-18 Weeks,108.0
2025-04-01,NEWMEDICA - DARLINGTON,18-52 Weeks,0.0
2025-04-01,NEWMEDICA - DARLINGTON,52+ Weeks,0.0
2025-04-01,NEWMEDICA - DARLINGTON,Other,82.0
2025-04-01,NEWMEDICA - EXETER - GLEN HOUSE,0-18 Weeks,518.0
2025-04-01,NEWMEDICA - EXETER - GLEN HOUSE,18-52 Weeks,0.0
2025-04-01,NEWMEDICA - EXETER - GLEN HOUSE,52+ Weeks,0.0
2025-04-01,NEWMEDICA - EXETER - GLEN HOUSE,Other,464.0
2025-04-01,NEWMEDICA - GLOUCESTER (ASPEN MEDICAL CENTRE),0-18 Weeks,136.0
2025-04-01,NEWMEDICA - GLOUCESTER (ASPEN MEDICAL CENTRE),18-52 Weeks,24.0
2025-04-01,NEWMEDICA - GLOUCESTER (ASPEN MEDICAL CENTRE),52+ Weeks,0.0
